time,sum_RF1,avg_U1
0.0,0.0,0.0
0.0011406249832361937,623.1223945617676,0.005703125149011612
0.0026171875651925802,1238.7773933410645,0.01308593712747097
0.003566406201571226,1600.6709060668945,0.017832031473517418
0.0049902345053851604,2116.3050384521484,0.02495117112994194
0.007125976495444775,2882.479507446289,0.03562988340854645
0.010329590179026127,4585.427688598633,0.05164794996380806
0.013533202931284904,6079.348251342773,0.06766601651906967
0.016736816614866257,7429.348785400391,0.08368407934904099
0.01994043029844761,8666.832214355469,0.0997021496295929
0.023144042119383812,9808.422119140625,0.11572021245956421
0.026347655802965164,10865.058135986328,0.13173827528953552
0.029551269486546516,11844.698333740234,0.14775635302066803
0.03275488317012787,12760.20864868164,0.16377441585063934
0.03595849499106407,13625.585205078125,0.17979247868061066
0.03715985268354416,13941.127502441406,0.1857992559671402
0.03896188363432884,14399.476867675781,0.1948094218969345
0.040763914585113525,14843.834594726562,0.20381957292556763
0.04256594926118851,15276.537170410156,0.21282973885536194
0.04526899755001068,15943.406860351562,0.2263449877500534
0.04932356998324394,16925.448852539062,0.24661785364151
0.0533781424164772,17901.659118652344,0.2668907046318054
0.057432714849710464,18849.61688232422,0.2871635854244232
0.061487291008234024,19734.449645996094,0.30743643641471863
0.06554186344146729,20630.527099609375,0.3277093172073364
0.06655550748109818,20845.714965820312,0.3327775299549103
0.06756915152072906,21059.294921875,0.33784574270248413
0.0690896138548851,21371.577392578125,0.3454480767250061
0.07137031108140945,21819.319396972656,0.3568515479564667
0.07222557067871094,21983.564208984375,0.3611278533935547
0.07350846379995346,22225.170776367188,0.3675423264503479
0.07543279975652695,22577.610595703125,0.37716400623321533
0.07735714316368103,22919.871459960938,0.38678571581840515
0.07928147912025452,23252.711547851562,0.3964073956012726
0.08000310510396957,23375.785278320312,0.40001553297042847
0.08108554780483246,23557.791564941406,0.4054277241230011
0.08270920813083649,23825.384704589844,0.41354602575302124
0.0833180770277977,23924.642028808594,0.4165903925895691
0.08423139154911041,24071.822814941406,0.42115694284439087
0.08560135215520859,24289.02520751953,0.42800676822662354
0.08765629678964615,24607.30401611328,0.43828150629997253
0.08971124142408371,24916.279907226562,0.44855621457099915
0.09176618605852127,25215.943908691406,0.45883095264434814
0.09382113814353943,25505.876342773438,0.46910566091537476
0.09587608277797699,25788.037963867188,0.47938039898872375
0.09793102741241455,26067.818603515625,0.48965513706207275
0.10101344436407089,26477.609985351562,0.5050672292709351
0.10409586131572723,26871.106079101562,0.5204793214797974
0.10717827826738358,27249.223022460938,0.5358914136886597
0.11026069521903992,27613.655639648438,0.551303505897522
0.11334311217069626,27966.487548828125,0.5667155981063843
0.1164255365729332,28308.203002929688,0.5821276903152466
0.11950795352458954,28636.615356445312,0.5975397825241089
0.12259037047624588,28954.02978515625,0.6129518747329712
0.12567278742790222,29271.104614257812,0.6283639073371887
0.12875521183013916,29578.512817382812,0.643775999546051
0.1318376213312149,29875.364624023438,0.6591880917549133
0.13492004573345184,30164.131469726562,0.6746001839637756
0.1380024552345276,30441.659912109375,0.6900122761726379
0.14108487963676453,30707.827270507812,0.7054243683815002
0.14416728913784027,30964.35888671875,0.7208364605903625
0.1472497135400772,31210.705444335938,0.7362485527992249
0.15033213794231415,31447.716186523438,0.7516606450080872
0.1534145474433899,31676.383422851562,0.7670727372169495
0.15649697184562683,31896.965209960938,0.7824848294258118
0.15957938134670258,32112.685180664062,0.7978969216346741
0.16266180574893951,32320.810791015625,0.8133090138435364
0.16574421525001526,32519.970336914062,0.8287211060523987
0.1665148288011551,32568.782592773438,0.8325741291046143
0.16728542745113373,32616.953125,0.8364271521568298
0.16844134032726288,32688.098999023438,0.8422066569328308
0.16952499747276306,32753.847534179688,0.8476250171661377
0.17050029337406158,32812.07861328125,0.8525014519691467
0.17196324467658997,32898.009765625,0.8598161935806274
0.17415766417980194,33024.12414550781,0.8707882761955261
0.1774492859840393,33207.31640625,0.8872464299201965
0.18074090778827667,33383.6513671875,0.9037045240402222
0.18403252959251404,33553.22216796875,0.9201626777648926
0.1873241513967514,33717.31018066406,0.9366207718849182
0.19226159155368805,33951.18908691406,0.9613080024719238
0.19726160168647766,34174.35693359375,0.9863079786300659
0.19976159930229187,34281.39196777344,0.998807966709137
0.20226159691810608,34384.78576660156,1.011307954788208
0.2031990885734558,34422.77185058594,1.0159955024719238
0.2046053409576416,34478.71630859375,1.023026704788208
0.2067147195339203,34560.74560546875,1.0335736274719238
0.20987878739833832,34679.519287109375,1.049393892288208
0.21304284036159515,34793.59069824219,1.0652142763137817
0.21502038836479187,34862.66748046875,1.0751019716262817
0.21680016815662384,34923.35266113281,1.084000825881958
0.21746759116649628,34945.78063964844,1.0873379707336426
0.21846871078014374,34979.0703125,1.0923435688018799
0.21997040510177612,35028.40673828125,1.0998520851135254
0.2214720994234085,35076.62902832031,1.1073604822158813
0.2229737937450409,35123.55969238281,1.1148689985275269
0.22522634267807007,35192.0419921875,1.1261316537857056
